Employee_ID,Age,Gender,Marital_Status,Education_Level,Department,Job_Title,Hire_Date,Years_at_Company,Years_in_Current_Role,Contract_Type,TechniqueSkill,RemoteWork,Evaluation_Period,Performance_Score,ProjectType,ProjectSuccessRate,Salary,Promotion_Within_Last_2_Years,Training_Recommendation,EmpEnvironmentSatisfaction,EmpJobSatisfaction,BurnoutRiskLevel,Attrition
E0444,26,Female,Single,Bachelor,IT,DevOps Engineer,3/16/2016,9,10,Full-time,"Angular, React",No,Q1/2025,3.8,AI/ML Model Deployment,92.4,21,No,No,3,2,Low,No
E0445,29,Male,Single,Master,Finance,Financial Analyst,1/1/2020,5,5,Part-time,"Angular, Vue.js, GCP",No,Q1/2025,4.7,Data Analytics Platform,72.4,26,Yes,No,3,3,Low,No
E0446,25,Female,Married,Bachelor,HR,HR Executive,6/13/2010,15,16,Full-time,"Kubernetes, GCP, Python",Yes,Q1/2025,2.9,Cybersecurity Implementation,71.0,54,No,Yes,2,2,Low,No
E0447,28,Male,Married,Master,HR,HR Executive,11/16/2018,7,10,Full-time,"Angular, C#, React, GCP, Docker",Yes,Q1/2025,4.1,Data Analytics Platform,67.4,23,No,No,2,3,High,No
E0448,31,Male,Divorced,Bachelor,Marketing,Content Specialist,12/13/2020,5,8,Full-time,"NoSQL, C#, Kubernetes, Python, Docker",Yes,Q1/2025,4.3,Cloud Migration,53.5,35,No,No,3,4,Low,No
E0449,29,Male,Single,Bachelor,IT,System Admin,12/12/2017,8,10,Full-time,"C#, React, Python",Yes,Q1/2025,5.0,Web Application Development,59.7,24,No,No,4,3,Low,No
E0450,24,Male,Divorced,College,IT,Software Engineer,3/6/2012,13,16,Contractor,"React, Docker, Angular",No,Q1/2025,3.9,Web Application Development,43.5,43,No,No,1,4,High,No
E0451,34,Female,Single,College,Sales,Sales Executive,8/28/2021,4,5,Full-time,"GCP, C#, Angular, React, SQL",Yes,Q1/2025,3.4,Mobile App Design,81.0,20,No,Yes,1,5,High,No
E0452,24,Female,Single,Bachelor,QA,Test Analyst,10/12/2010,15,16,Full-time,"NoSQL, SQL, Java, GCP, Vue.js",No,Q1/2025,4.3,Mobile App Design,87.9,47,No,No,2,4,Low,No
E0453,23,Male,Married,Bachelor,QA,Test Analyst,11/20/2023,2,4,Full-time,"Vue.js, C#, SQL",Yes,Q1/2025,3.9,Web Application Development,70.9,19,No,No,2,2,Low,No
E0454,31,Male,Married,Bachelor,Marketing,Digital Marketer,7/2/2011,14,17,Contractor,"GCP, C#",Yes,Q1/2025,4.3,API Development,44.5,35,Yes,No,1,5,Low,No
E0455,30,Male,Married,College,Sales,Sales Executive,9/17/2023,2,2,Full-time,"Java, React",Yes,Q1/2025,3.0,Data Analytics Platform,73.8,15,No,Yes,3,5,Low,No
E0456,27,Male,Married,PhD,HR,Recruiter,11/10/2015,10,12,Full-time,"Vue.js, NoSQL",No,Q1/2025,4.3,Mobile App Design,73.6,53,No,No,2,1,Medium,No
E0457,35,Female,Single,Bachelor,HR,Recruiter,6/30/2018,7,10,Full-time,"AWS, Docker, GCP, React, Python",No,Q1/2025,3.4,DevOps Automation,88.3,31,No,Yes,3,4,Low,No
E0458,31,Male,Married,Master,Sales,Account Manager,7/7/2021,4,7,Contractor,"SQL, Docker",Yes,Q1/2025,4.0,AI/ML Model Deployment,35.3,22,No,No,1,3,Medium,No
E0459,35,Other,Divorced,Bachelor,Marketing,Content Specialist,4/24/2010,15,16,Full-time,"React, NoSQL, C#",No,Q1/2025,4.7,Mobile App Design,93.5,44,Yes,No,3,4,Medium,No
E0460,31,Male,Single,Bachelor,QA,QA Engineer,10/28/2022,3,5,Contractor,"Java, SQL, Vue.js, React, NoSQL",No,Q1/2025,4.5,Mobile App Design,80.6,16,No,No,1,3,Low,No
E0461,32,Male,Married,Master,QA,QA Engineer,12/14/2016,9,12,Full-time,"Docker, Azure, Python, Angular",Yes,Q1/2025,4.0,Mobile App Design,57.3,23,No,No,3,2,Medium,No
E0462,28,Female,Single,Bachelor,Finance,Financial Analyst,10/2/2010,15,15,Full-time,"React, Kubernetes, GCP, SQL",Yes,Q1/2025,4.0,AI/ML Model Deployment,91.3,41,No,No,5,1,Low,No
E0463,24,Female,Married,Bachelor,HR,Recruiter,8/7/2018,7,9,Full-time,"Python, Vue.js, C#, React, Azure",No,Q1/2025,3.3,Web Application Development,72.2,22,No,Yes,2,1,Medium,No
E0464,35,Male,Married,PhD,Marketing,Digital Marketer,3/9/2010,15,17,Full-time,"Angular, SQL, React, AWS",Yes,Q1/2025,3.4,AI/ML Model Deployment,69.3,40,No,Yes,2,5,Low,No
E0465,31,Female,Single,Bachelor,HR,HR Executive,1/31/2013,12,14,Full-time,"SQL, Azure, Java, C#",Yes,Q1/2025,4.1,AI/ML Model Deployment,87.8,44,No,No,4,2,High,No
E0466,36,Male,Married,Bachelor,Marketing,Content Specialist,9/10/2020,5,8,Full-time,"Python, Java, React",Yes,Q1/2025,3.7,Mobile App Design,95.4,34,No,No,1,4,High,No
E0467,30,Female,Single,Bachelor,Sales,Sales Executive,3/3/2015,10,12,Full-time,"Kubernetes, GCP",No,Q1/2025,3.9,AI/ML Model Deployment,72.7,40,No,No,5,4,Low,No
E0468,31,Female,Married,Bachelor,Marketing,Business Analyst,9/24/2018,7,7,Full-time,"Java, Vue.js, NoSQL",No,Q1/2025,3.5,AI/ML Model Deployment,52.9,21,No,No,5,5,Low,No
E0469,31,Female,Married,Master,QA,QA Engineer,4/25/2016,9,10,Contractor,"C#, Azure",No,Q1/2025,3.6,DevOps Automation,57.3,33,Yes,No,5,2,Medium,No
E0470,27,Male,Single,Master,IT,Software Engineer,9/18/2014,11,12,Full-time,"Docker, GCP, Python",Yes,Q1/2025,2.6,Web Application Development,64.6,36,No,Yes,3,5,High,Yes
E0471,35,Other,Married,Bachelor,QA,QA Engineer,4/16/2014,11,11,Part-time,"Python, React, C#",Yes,Q1/2025,3.0,Cybersecurity Implementation,77.6,55,No,Yes,2,5,Low,No
E0472,32,Female,Single,Bachelor,HR,Recruiter,8/8/2010,15,15,Full-time,"GCP, Docker, C#, AWS",Yes,Q1/2025,4.3,DevOps Automation,87.4,56,No,No,5,5,Low,No
E0473,22,Female,Single,Master,Marketing,Content Specialist,4/2/2015,10,10,Full-time,"Java, AWS, NoSQL, SQL",Yes,Q1/2025,2.9,DevOps Automation,82.8,36,No,Yes,2,2,Low,No
E0474,28,Male,Divorced,Bachelor,IT,Software Engineer,2/5/2021,4,5,Full-time,"Azure, Kubernetes, Java, AWS",Yes,Q1/2025,3.5,Data Analytics Platform,77.6,13,Yes,No,1,2,Low,No
E0475,31,Female,Single,Master,QA,Test Analyst,9/10/2016,9,11,Full-time,"Python, GCP, AWS, C#",No,Q1/2025,3.9,Data Analytics Platform,68.1,26,No,No,3,2,Medium,No
E0476,28,Male,Single,Bachelor,Sales,Account Manager,5/31/2018,7,9,Full-time,"AWS, SQL, React, Angular, Java",No,Q1/2025,4.3,API Development,87.7,36,Yes,No,2,1,Low,No
E0477,30,Male,Married,Bachelor,Marketing,Content Specialist,5/20/2014,11,12,Full-time,"Kubernetes, NoSQL, AWS",No,Q1/2025,3.9,Mobile App Design,43.0,45,No,No,1,4,Medium,No
E0478,27,Female,Single,Master,Finance,Finance Manager,10/28/2010,15,18,Full-time,"GCP, AWS, React",Yes,Q1/2025,3.3,DevOps Automation,85.0,49,No,Yes,4,2,Low,No
E0479,28,Male,Married,Bachelor,Finance,Accountant,2/14/2015,10,12,Full-time,"Angular, React, Python, Azure",Yes,Q1/2025,3.6,Web Application Development,45.2,57,No,No,1,3,Low,No
E0480,28,Male,Single,Bachelor,Sales,Sales Executive,7/31/2022,3,4,Full-time,"Docker, Kubernetes",Yes,Q1/2025,2.7,API Development,67.8,15,Yes,Yes,3,2,Low,No
E0481,22,Male,Single,Master,Finance,Financial Analyst,5/14/2018,7,9,Contractor,"C#, NoSQL, Vue.js, Docker, Python",Yes,Q1/2025,4.3,Cybersecurity Implementation,76.9,23,Yes,No,4,4,Medium,No
E0482,37,Female,Single,Bachelor,Marketing,Business Analyst,4/22/2016,9,10,Full-time,"AWS, Kubernetes, GCP, C#, Vue.js",No,Q1/2025,4.4,Cloud Migration,89.2,26,No,No,1,2,Low,Yes
E0483,29,Female,Married,Bachelor,QA,Test Analyst,6/27/2010,15,15,Contractor,"Docker, Kubernetes",Yes,Q1/2025,3.7,Mobile App Design,69.0,44,No,No,5,2,Low,No
E0484,22,Female,Married,PhD,HR,Recruiter,1/20/2010,15,17,Full-time,"SQL, NoSQL",Yes,Q1/2025,3.4,Cloud Migration,60.0,48,No,Yes,4,1,Low,No
E0485,31,Male,Single,College,HR,HR Executive,11/29/2013,12,14,Full-time,"SQL, GCP, React, NoSQL",Yes,Q1/2025,4.5,Mobile App Design,54.6,53,Yes,No,1,3,Low,No
E0486,38,Female,Married,Bachelor,IT,DevOps Engineer,11/21/2016,9,12,Full-time,"React, Angular, Kubernetes, SQL",No,Q1/2025,4.4,Cloud Migration,94.1,32,No,No,3,3,Low,Yes
E0487,30,Male,Single,Bachelor,HR,Recruiter,12/5/2016,9,11,Full-time,"SQL, Azure, AWS, NoSQL",Yes,Q1/2025,4.4,Mobile App Design,59.1,35,No,No,2,5,Low,No
E0488,31,Female,Married,Bachelor,HR,HR Executive,5/17/2013,12,12,Full-time,"Java, AWS",No,Q1/2025,3.1,Cybersecurity Implementation,41.7,46,No,Yes,1,2,Low,No
E0489,25,Female,Single,Master,Finance,Financial Analyst,12/24/2021,4,5,Full-time,"Docker, Java",Yes,Q1/2025,3.5,Cloud Migration,97.7,12,No,No,2,3,Low,No
E0490,38,Female,Married,Bachelor,QA,Test Analyst,11/23/2019,6,6,Full-time,"C#, Kubernetes",No,Q1/2025,4.6,Mobile App Design,78.5,29,No,No,2,1,Low,Yes
E0491,28,Male,Married,Master,Finance,Financial Analyst,10/23/2019,6,6,Full-time,"Angular, React, NoSQL, GCP",Yes,Q1/2025,3.5,AI/ML Model Deployment,61.0,27,No,No,1,2,High,No
E0492,29,Male,Single,Master,IT,DevOps Engineer,6/17/2022,3,5,Full-time,"GCP, Vue.js",No,Q1/2025,3.7,API Development,86.1,18,No,No,3,2,Low,No
E0493,34,Female,Single,College,IT,System Admin,2/2/2018,7,8,Full-time,"C#, Angular, Python, AWS",No,Q1/2025,3.7,Data Analytics Platform,73.3,25,No,No,5,2,Medium,No
E0494,22,Male,Single,Bachelor,Marketing,Content Specialist,1/5/2012,13,15,Full-time,"Vue.js, C#, Kubernetes, Java, GCP",Yes,Q1/2025,3.7,Cybersecurity Implementation,81.7,58,No,No,2,3,Low,No
E0495,22,Male,Single,Bachelor,Finance,Accountant,9/4/2018,7,8,Full-time,"React, Kubernetes, GCP, Docker, Java",No,Q1/2025,2.9,API Development,94.8,22,No,Yes,1,1,Medium,No
E0496,29,Female,Single,Bachelor,IT,System Admin,12/16/2012,13,13,Contractor,"NoSQL, Python",No,Q1/2025,3.0,API Development,84.6,49,No,Yes,5,4,Medium,No
E0497,34,Male,Single,Bachelor,Finance,Finance Manager,10/15/2024,1,4,Full-time,"Python, NoSQL",Yes,Q1/2025,5.0,Mobile App Design,83.6,11,Yes,Yes,2,1,Low,No
E0498,27,Male,Single,Bachelor,QA,Test Analyst,9/20/2020,5,8,Part-time,"Kubernetes, C#",No,Q1/2025,3.5,Data Analytics Platform,82.1,20,Yes,No,3,1,Low,No
E0499,27,Female,Single,College,HR,HR Executive,11/22/2011,14,14,Full-time,"GCP, Docker, C#",No,Q1/2025,4.3,Data Analytics Platform,73.3,39,No,No,3,4,Medium,No
E0500,26,Female,Married,Master,IT,Software Engineer,12/25/2019,6,9,Contractor,"NoSQL, GCP, C#",Yes,Q1/2025,3.8,Web Application Development,90.8,26,Yes,No,4,3,Low,No
E0501,37,Male,Single,Master,Sales,Account Manager,7/30/2011,14,15,Full-time,"Azure, GCP, Vue.js, C#, React",Yes,Q1/2025,3.4,Web Application Development,80.0,67,No,Yes,2,4,Low,Yes
E0502,37,Female,Married,Master,QA,QA Engineer,3/24/2021,4,6,Full-time,"React, Python",Yes,Q1/2025,3.5,API Development,52.6,13,No,No,3,2,Low,Yes
E0503,38,Male,Married,PhD,Marketing,Content Specialist,5/19/2024,1,3,Part-time,"SQL, C#",Yes,Q1/2025,4.3,AI/ML Model Deployment,70.4,11,No,Yes,3,1,Medium,Yes
E0504,32,Female,Single,Master,HR,HR Executive,9/27/2021,4,5,Full-time,"React, Java",Yes,Q1/2025,3.3,Cloud Migration,79.5,19,No,Yes,5,3,Low,No
E0505,37,Female,Single,Bachelor,IT,System Admin,3/28/2014,11,13,Full-time,"Azure, C#",Yes,Q1/2025,3.5,Mobile App Design,59.1,35,No,No,4,5,Medium,Yes
E0506,25,Male,Married,Bachelor,HR,Recruiter,6/24/2013,12,12,Full-time,"AWS, Docker",No,Q1/2025,3.9,Mobile App Design,39.2,54,Yes,No,4,2,Medium,No
E0507,24,Female,Married,College,QA,Test Analyst,6/11/2021,4,5,Full-time,"Docker, C#, Python, Vue.js, NoSQL",Yes,Q1/2025,4.6,API Development,90.4,12,No,No,3,1,Low,No
E0508,42,Male,Single,Bachelor,IT,System Admin,7/19/2011,14,14,Full-time,"React, Angular",Yes,Q1/2025,3.9,Web Application Development,86.2,59,Yes,No,1,3,Low,Yes
E0509,31,Male,Single,Bachelor,HR,Recruiter,12/16/2015,10,11,Full-time,"SQL, GCP, Java",Yes,Q1/2025,4.2,Cloud Migration,83.9,56,No,No,4,4,Medium,No
E0510,38,Female,Single,Bachelor,Marketing,Content Specialist,11/5/2010,15,18,Contractor,"React, GCP, SQL",Yes,Q1/2025,3.1,Web Application Development,80.6,45,No,Yes,3,3,Medium,Yes
E0511,29,Female,Single,Master,QA,Test Analyst,8/7/2021,4,6,Full-time,"C#, Azure",No,Q1/2025,3.7,AI/ML Model Deployment,45.4,19,No,No,3,5,High,No
E0512,29,Female,Married,Bachelor,Marketing,Digital Marketer,12/22/2015,10,13,Contractor,"Java, Angular, Azure",Yes,Q1/2025,3.7,Cloud Migration,69.2,54,No,No,3,4,High,No
E0513,35,Female,Single,Master,IT,IT Support,6/20/2019,6,6,Full-time,"Docker, NoSQL, Azure, C#",Yes,Q1/2025,3.6,DevOps Automation,49.7,22,No,No,5,4,Low,No
E0514,34,Female,Married,Bachelor,QA,QA Engineer,11/18/2014,11,14,Full-time,"C#, Java",Yes,Q1/2025,4.0,API Development,30.8,49,No,No,4,1,Low,No
E0515,27,Male,Married,Master,IT,Software Engineer,3/31/2015,10,11,Full-time,"NoSQL, Docker, React, SQL, Vue.js",Yes,Q1/2025,3.0,Cybersecurity Implementation,63.6,58,No,Yes,1,3,Low,No
E0516,26,Female,Married,Bachelor,HR,Recruiter,1/24/2012,13,15,Full-time,"Python, Vue.js, Docker, Kubernetes, React",Yes,Q1/2025,3.6,Mobile App Design,69.5,45,No,No,2,1,Low,No
E0517,32,Male,Single,Master,Marketing,Digital Marketer,11/18/2022,3,4,Full-time,"C#, Python, Java, Docker",Yes,Q1/2025,2.4,Cybersecurity Implementation,44.3,19,No,Yes,4,4,Medium,No
E0518,23,Female,Divorced,Bachelor,QA,Test Analyst,4/30/2018,7,8,Full-time,"Java, SQL, GCP",Yes,Q1/2025,3.7,DevOps Automation,61.3,22,No,No,4,2,Low,No
E0519,22,Male,Married,Bachelor,Sales,Sales Executive,4/27/2011,14,14,Contractor,"GCP, Kubernetes, NoSQL",No,Q1/2025,4.0,Cybersecurity Implementation,92.2,54,No,No,4,5,Medium,No
E0520,28,Female,Single,Bachelor,HR,HR Executive,7/20/2017,8,10,Part-time,"Angular, NoSQL",Yes,Q1/2025,4.5,Web Application Development,71.5,26,No,No,3,5,Low,No
E0521,22,Female,Single,Master,Marketing,Digital Marketer,3/27/2017,8,8,Full-time,"AWS, Docker, SQL",Yes,Q1/2025,4.6,API Development,80.6,31,No,No,1,1,Medium,No
E0522,40,Female,Single,Bachelor,Finance,Finance Manager,10/8/2012,13,14,Full-time,"GCP, Angular",No,Q1/2025,3.1,Web Application Development,54.0,57,No,Yes,2,4,High,Yes
E0523,29,Male,Married,Bachelor,QA,Test Analyst,7/22/2013,12,14,Contractor,"AWS, Angular, SQL",No,Q1/2025,3.7,Mobile App Design,74.7,42,No,No,4,1,Low,No
E0524,28,Male,Single,Master,QA,Test Analyst,1/29/2012,13,16,Full-time,"React, AWS, Docker, NoSQL, GCP",No,Q1/2025,3.3,Cloud Migration,64.3,55,No,Yes,2,4,High,No
E0525,24,Female,Single,College,HR,HR Executive,5/5/2023,2,5,Full-time,"NoSQL, GCP, Angular, AWS, C#",No,Q1/2025,3.8,API Development,87.5,20,No,No,5,2,Low,No
E0526,28,Female,Married,College,Marketing,Content Specialist,10/14/2015,10,12,Contractor,"C#, React, GCP, SQL",Yes,Q1/2025,3.8,Mobile App Design,89.3,38,No,No,1,3,Low,No
E0527,31,Male,Single,PhD,IT,Software Engineer,12/19/2012,13,15,Contractor,"Java, C#",Yes,Q1/2025,3.3,API Development,92.0,49,No,Yes,2,4,Low,No
E0528,22,Female,Single,Bachelor,QA,QA Engineer,1/23/2023,2,2,Full-time,"Vue.js, GCP, Kubernetes, C#, Azure",Yes,Q1/2025,4.2,API Development,63.2,16,No,No,4,5,Medium,No
E0529,22,Male,Married,Bachelor,IT,DevOps Engineer,4/24/2019,6,6,Full-time,"AWS, NoSQL",No,Q1/2025,3.5,API Development,91.6,35,Yes,No,2,2,Low,No
E0530,25,Female,Single,Bachelor,HR,HR Executive,10/21/2021,4,7,Full-time,"Kubernetes, SQL, NoSQL, Docker",Yes,Q1/2025,3.9,Data Analytics Platform,60.4,14,No,No,3,4,Low,No
E0531,31,Female,Married,Bachelor,HR,Recruiter,12/12/2010,15,17,Part-time,"Azure, SQL, Angular, Vue.js, Java",No,Q1/2025,3.1,DevOps Automation,52.7,42,No,Yes,1,4,Low,No
E0532,25,Male,Married,Bachelor,Sales,Account Manager,4/15/2013,12,12,Full-time,"NoSQL, Vue.js, Docker",No,Q1/2025,4.2,API Development,74.3,54,No,No,3,2,Medium,No
E0533,25,Male,Single,College,Sales,Sales Executive,11/1/2012,13,15,Full-time,"React, AWS, Java, Docker",Yes,Q1/2025,4.4,API Development,47.8,59,No,No,5,1,Medium,No
E0534,37,Female,Married,Bachelor,Sales,Sales Executive,1/22/2015,10,10,Full-time,"Kubernetes, Python, Angular, Docker, Java",Yes,Q1/2025,3.9,Mobile App Design,83.0,51,No,No,3,1,Medium,Yes
E0535,32,Female,Divorced,Master,Sales,Sales Executive,1/20/2019,6,6,Contractor,"AWS, NoSQL",Yes,Q1/2025,4.0,API Development,30.3,35,Yes,No,4,3,Low,No
E0536,32,Female,Single,Bachelor,Sales,Account Manager,9/12/2017,8,9,Full-time,"Kubernetes, GCP, Java, Vue.js, SQL",Yes,Q1/2025,3.5,Cloud Migration,91.8,46,No,No,4,2,Low,No
E0537,31,Male,Married,Bachelor,Finance,Accountant,4/10/2012,13,16,Part-time,"NoSQL, Python, Java, SQL",No,Q1/2025,4.8,DevOps Automation,71.2,54,No,No,4,3,Medium,No
E0538,34,Female,Married,Bachelor,Sales,Sales Executive,8/18/2013,12,15,Full-time,"GCP, Kubernetes, NoSQL, Java, AWS",Yes,Q1/2025,4.0,Web Application Development,85.6,51,No,No,4,2,Low,No
E0539,35,Female,Married,Bachelor,HR,HR Executive,4/3/2010,15,17,Full-time,"Python, React, NoSQL, SQL, Kubernetes",No,Q1/2025,3.8,API Development,94.2,51,No,No,5,5,Medium,No
E0540,23,Male,Married,Master,QA,QA Engineer,8/23/2018,7,7,Contractor,"Vue.js, Docker, Kubernetes",No,Q1/2025,2.5,Cybersecurity Implementation,62.4,27,No,Yes,2,3,High,Yes
E0541,35,Female,Single,Bachelor,IT,Software Engineer,8/4/2022,3,5,Full-time,"C#, Angular, Python, Kubernetes, AWS",Yes,Q1/2025,3.9,API Development,71.8,20,No,No,2,4,Medium,No
E0542,28,Female,Single,Bachelor,IT,Software Engineer,1/2/2015,10,12,Full-time,"React, Angular, NoSQL, Docker, C#",Yes,Q1/2025,3.7,Mobile App Design,64.5,39,No,No,2,1,Low,No
E0543,24,Male,Single,Bachelor,IT,Software Engineer,12/23/2023,2,5,Full-time,"Docker, NoSQL, Java, React, Angular",Yes,Q1/2025,3.3,DevOps Automation,74.8,12,No,Yes,5,3,Medium,No
E0544,22,Male,Married,Master,Marketing,Business Analyst,8/23/2011,14,16,Part-time,"C#, Vue.js, GCP",Yes,Q1/2025,5.0,Web Application Development,90.9,45,No,No,4,4,Low,No
E0545,34,Male,Single,College,QA,QA Engineer,10/28/2015,10,10,Full-time,"Azure, Python, Kubernetes, React, GCP",Yes,Q1/2025,4.5,Cybersecurity Implementation,49.3,57,No,No,2,1,Low,No
E0546,36,Female,Single,Bachelor,Sales,Account Manager,1/10/2019,6,6,Full-time,"Kubernetes, Python, Vue.js, Angular",No,Q1/2025,3.4,API Development,80.9,29,No,Yes,1,2,High,No
E0547,34,Female,Married,Bachelor,Marketing,Content Specialist,4/17/2015,10,10,Full-time,"Vue.js, React, Java, SQL, Docker",No,Q1/2025,4.1,Cloud Migration,75.0,39,No,No,3,3,Low,No
E0548,32,Male,Divorced,Bachelor,IT,System Admin,1/15/2012,13,15,Full-time,"NoSQL, Kubernetes, Azure, Vue.js, Angular",Yes,Q1/2025,3.9,Cloud Migration,72.2,59,No,No,5,3,Medium,No
E0549,26,Female,Single,Bachelor,Sales,Sales Executive,8/29/2024,1,3,Full-time,"Azure, Java, Python, Kubernetes",Yes,Q1/2025,4.0,AI/ML Model Deployment,80.9,12,No,Yes,3,3,Medium,No
E0550,34,Female,Divorced,Bachelor,IT,System Admin,8/4/2013,12,13,Contractor,"Docker, Azure, Java",Yes,Q1/2025,3.4,DevOps Automation,65.6,49,No,Yes,4,4,Low,No
E0551,26,Female,Married,Master,Finance,Financial Analyst,3/3/2022,3,4,Full-time,"NoSQL, Azure, C#, React",Yes,Q1/2025,3.6,Data Analytics Platform,37.0,20,Yes,No,5,4,Medium,No
E0552,33,Male,Married,Bachelor,HR,Recruiter,1/11/2018,7,8,Full-time,"Kubernetes, Vue.js, Docker, NoSQL",Yes,Q1/2025,3.8,AI/ML Model Deployment,44.8,35,Yes,No,4,1,Medium,No
E0553,27,Female,Single,Bachelor,Finance,Financial Analyst,10/28/2020,5,8,Full-time,"Python, Docker, C#, SQL",No,Q1/2025,3.7,AI/ML Model Deployment,82.8,28,Yes,No,1,3,Medium,No
E0554,34,Female,Married,Bachelor,IT,Software Engineer,8/25/2017,8,8,Full-time,"SQL, React",Yes,Q1/2025,4.1,Cloud Migration,79.6,27,No,No,2,3,Medium,No
E0555,24,Female,Married,Master,Finance,Finance Manager,8/11/2024,1,4,Full-time,"C#, Azure",No,Q1/2025,4.2,Cybersecurity Implementation,45.7,15,No,Yes,5,4,Low,No
E0556,26,Female,Single,Bachelor,HR,HR Executive,7/5/2014,11,13,Full-time,"GCP, Azure, Java, Docker, C#",No,Q1/2025,3.8,Cybersecurity Implementation,69.7,43,No,No,5,2,Low,No
E0557,30,Male,Married,PhD,Marketing,Digital Marketer,8/29/2013,12,13,Full-time,"SQL, Java, Kubernetes, Docker, Azure",Yes,Q1/2025,4.5,API Development,68.3,58,No,No,5,3,Low,No
E0558,27,Female,Married,Bachelor,Sales,Sales Executive,3/24/2019,6,6,Part-time,"Angular, Python, C#, Vue.js, AWS",No,Q1/2025,4.2,DevOps Automation,85.4,35,No,No,5,1,Low,No
E0559,36,Male,Married,Bachelor,Marketing,Business Analyst,7/16/2015,10,13,Full-time,"Docker, Java, GCP, Kubernetes",Yes,Q1/2025,3.7,Data Analytics Platform,82.6,46,No,No,5,5,Low,No
E0560,41,Female,Single,College,QA,QA Engineer,12/9/2024,1,2,Full-time,"Kubernetes, GCP",Yes,Q1/2025,4.3,API Development,87.8,8,No,Yes,4,4,High,Yes
E0561,31,Male,Single,College,QA,QA Engineer,4/12/2017,8,11,Full-time,"C#, Vue.js",Yes,Q1/2025,4.6,Cloud Migration,44.7,34,No,No,2,2,Low,No
E0562,27,Male,Single,Bachelor,HR,Recruiter,1/27/2019,6,8,Full-time,"Java, Azure, Python",No,Q1/2025,3.1,Cybersecurity Implementation,82.2,21,No,Yes,1,3,Medium,No
E0563,25,Female,Married,Bachelor,QA,Test Analyst,8/5/2011,14,15,Part-time,"AWS, Vue.js, SQL, Azure, NoSQL",No,Q1/2025,4.4,Web Application Development,81.5,39,No,No,1,5,Low,No
E0564,30,Female,Single,Bachelor,HR,HR Executive,10/4/2019,6,9,Full-time,"React, Angular",No,Q1/2025,3.3,DevOps Automation,98.3,22,No,Yes,2,3,Low,No
E0565,28,Female,Married,Master,Finance,Financial Analyst,5/23/2017,8,8,Full-time,"Azure, Kubernetes",No,Q1/2025,3.3,AI/ML Model Deployment,83.1,28,No,Yes,2,3,High,No
E0566,30,Male,Single,Master,Sales,Sales Executive,12/7/2022,3,6,Full-time,"Vue.js, Java",No,Q1/2025,4.0,Cloud Migration,59.8,19,No,No,1,1,Low,No
E0567,34,Male,Single,Bachelor,HR,HR Executive,8/10/2013,12,12,Full-time,"AWS, Azure, Docker",No,Q1/2025,3.7,Web Application Development,95.4,60,No,No,4,2,Low,No
E0568,31,Male,Single,Bachelor,Finance,Financial Analyst,3/8/2013,12,13,Full-time,"Python, React, SQL, Java, NoSQL",Yes,Q1/2025,4.2,AI/ML Model Deployment,47.7,51,No,No,1,1,Low,No
E0569,32,Male,Single,Bachelor,Finance,Finance Manager,3/4/2016,9,12,Contractor,"Azure, Docker, Kubernetes",No,Q1/2025,4.3,Data Analytics Platform,82.7,49,No,No,3,2,Low,No
E0570,36,Male,Single,Bachelor,QA,QA Engineer,8/28/2011,14,17,Part-time,"SQL, AWS, NoSQL, Java",Yes,Q1/2025,3.4,Web Application Development,76.8,56,Yes,Yes,2,5,Low,No
E0571,31,Female,Single,Bachelor,HR,HR Executive,5/29/2011,14,16,Full-time,"Java, Python, Kubernetes, SQL, Angular",Yes,Q1/2025,3.9,API Development,82.3,56,No,No,5,4,Low,No
E0572,28,Female,Single,College,HR,Recruiter,1/27/2010,15,18,Full-time,"GCP, Angular",Yes,Q1/2025,2.3,DevOps Automation,70.8,35,No,Yes,5,2,Medium,No
E0573,29,Male,Married,Bachelor,Marketing,Business Analyst,4/19/2024,1,2,Part-time,"SQL, GCP, Angular, AWS, Kubernetes",Yes,Q1/2025,4.5,Mobile App Design,65.8,12,No,Yes,2,2,High,No
E0574,33,Male,Married,Bachelor,HR,Recruiter,12/16/2020,5,8,Full-time,"Azure, Angular",Yes,Q1/2025,4.5,AI/ML Model Deployment,66.6,20,No,No,3,3,Medium,No
E0575,28,Male,Single,College,IT,System Admin,8/3/2020,5,7,Full-time,"Docker, Python, Azure",No,Q1/2025,4.1,API Development,72.4,34,No,No,3,3,High,No
E0576,33,Male,Married,Bachelor,Finance,Finance Manager,3/29/2019,6,6,Full-time,"C#, GCP",Yes,Q1/2025,4.2,AI/ML Model Deployment,77.5,37,No,No,1,3,High,No
E0577,29,Male,Married,Master,Finance,Finance Manager,7/31/2019,6,7,Full-time,"Java, NoSQL, AWS, Kubernetes",Yes,Q1/2025,3.5,Cybersecurity Implementation,74.3,46,No,No,4,1,Medium,No
E0578,35,Female,Single,Bachelor,Sales,Account Manager,5/31/2024,1,1,Part-time,"Kubernetes, Angular, Azure, Python",Yes,Q1/2025,3.9,Cloud Migration,88.8,11,Yes,Yes,5,2,Medium,No
E0579,42,Female,Married,Bachelor,Finance,Finance Manager,2/11/2024,1,3,Contractor,"Azure, Python, GCP, C#, Docker",No,Q1/2025,3.2,Cybersecurity Implementation,72.6,15,No,Yes,5,5,Medium,Yes
